,[idKey],[TduCompanyName],[RepCompany],[Product],[kwh500],[kwh1000],[kwh2000],[Fees/Credits],[PrePaid],[TimeOfUse],[Fixed],[RateType],[Renewable],[TermValue],[CancelFee],[Website],[SpecialTerms],[TermsURL],[Promotion],[PromotionDesc],[FactsURL],[EnrollURL],[PrepaidURL],[EnrollPhone],[NewCustomer],[MinUsageFeesCredits],[Language],[Rating]
385,11547,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,INFUSE ENERGY LLC,PTC Lean Green Infusion 24,0.133,0.063,0.11,"$4.95 fee if usage is under 500 kWh in a billing period. $65.00 bill credit per billing cycle if your usage is greater than 999 and less than 1,501 kWh in a billing period. $30.00 bill credit per billing cycle if your usage is greater than 1,500 and less than 2,001 kWh in a billing period.",False,False,1.0,Fixed,100.0,24.0,300.00,https://www.infuseenergy.com/,"Warning! This plan, like many others you will find on Power To Choose, includes a bill credit for reaching a usage threshold. Depending on your monthly usage levels, these types 
of plans may or may not provide you with the best pricing. Go to www.infuseenergy.com to see traditional plans, or contact Infuse Energy at 844-463-8732 and we can discuss your 
options with you. If you are comfortable with this structure, click the 'sign up' link to begin the enrollment process. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200204-173629-CENTERPT-PTC Lean Green Infusion 24 (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=924546&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,True,English,4.0
561,11502,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC Lean Green Infusion 12,0.129,0.055,0.106,"$4.95 fee if usage is under 500 kWh in a billing period. $70.00 bill credit per billing cycle if your usage is greater than 999 and less than 1,501 kWh in a billing period. $35.00 bill credit per billing cycle if your usage is greater than 1,500 and less than 2,001 kWh in a billing period.",False,False,1.0,Fixed,100.0,12.0,200.00,https://www.infuseenergy.com/,"Warning! This plan, like many others you will find on Power To Choose, includes a bill credit for reaching a usage threshold. Depending on your monthly usage levels, these types <br />of plans may or may not provide you with the best pricing. Go to www.infuseenergy.com to see traditional plans, or contact Infuse Energy at 844-463-8732 and we can discuss your <br />options with you. If you are comfortable with this structure, click the 'sign up' link to begin the enrollment process. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200205-123742-ONCORD-PTC Lean Green Infusion 12 (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=925111&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,True,English,4.0
382,11512,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,INFUSE ENERGY LLC,PTC Green Infusion Flex,0.11199999999999999,0.106,0.10300000000000001,"

$4.95 fee if usage is under 500 kWh in a billing period.",False,False,0.0,Variable,100.0,1.0,0.00,https://www.infuseenergy.com/,"<br />100% green energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200212-101826-CENTERPT-PTC Green Infusion Flex (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=928826&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,True,English,4.0
383,11513,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,INFUSE ENERGY LLC,PTC Infusion Flex,0.111,0.105,0.102,"



$4.95 fee if usage is under 500 kWh in a billing period.",False,False,0.0,Variable,16.0,1.0,0.00,https://www.infuseenergy.com/,"<br />Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200212-101826-CENTERPT-PTC Infusion Flex (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=928831&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,True,English,4.0
564,11535,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC Green Infusion Flex,0.102,0.098,0.09699999999999999,"

$4.95 fee if usage is under 500 kWh in a billing period.",False,False,0.0,Variable,100.0,1.0,0.00,https://www.infuseenergy.com/,"<br />100% green energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200212-101826-ONCORD-PTC Green Infusion Flex (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=928827&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,True,English,4.0
21,11536,AEP TEXAS CENTRAL COMPANY,INFUSE ENERGY LLC,PTC Infusion Flex,0.115,0.106,0.10099999999999999,"



$4.95 fee if usage is under 500 kWh in a billing period.",False,False,0.0,Variable,16.0,1.0,0.00,https://www.infuseenergy.com/,"<br />Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200212-101826-AEPS-PTC Infusion Flex (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=928829&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,True,English,4.0
904,11528,TEXAS-NEW MEXICO POWER COMPANY,INFUSE ENERGY LLC,PTC Infusion Flex,0.126,0.11800000000000001,0.114,"



$4.95 fee if usage is under 500 kWh in a billing period.",False,False,0.0,Variable,16.0,1.0,0.00,https://www.infuseenergy.com/,"<br />Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200212-101826-TNMPH-PTC Infusion Flex (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=928833&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,True,English,4.0
251,20854,AEP TEXAS NORTH COMPANY,New Power Texas,Power of Credit 36 ,0.17600000000000002,0.071,0.113,"You deserve the best - and that means taking all the credit! When you hit 1000 kWh in your billing cycle, we'll give you a bill credit of $95.",False,False,1.0,Fixed,15.0,36.0,20/month remaining ,https://www.newpowertx.com/,"You deserve the best - and that means taking all the credit! When you hit 1000 kWh in your billing cycle, we'll give you a bill credit of $95.",https://www.newpowertx.com/docs/default-source/enrollment-files/tos.pdf,False,,https://newpowertx.com/EmailHTML/efl.aspx?RateID=670&BrandID=5&PromoCodeID=446,https://www.newpowertx.com/enrollment?promocode=PTC1,,(888) 853-5747,False,True,English,1.0
663,20864,ONCOR ELECTRIC DELIVERY COMPANY,New Power Texas,Power of Credit 36 ,0.154,0.055999999999999994,0.102,"You deserve the best - and that means taking all the credit! When you hit 1000 kWh in your billing cycle, we'll give you a bill credit of $95.",False,False,1.0,Fixed,15.0,36.0,20/month remaining ,https://www.newpowertx.com/,"You deserve the best - and that means taking all the credit! When you hit 1000 kWh in your billing cycle, we'll give you a bill credit of $95!",https://www.newpowertx.com/docs/default-source/enrollment-files/tos.pdf,False,,https://newpowertx.com/EmailHTML/efl.aspx?RateID=672&BrandID=5&PromoCodeID=446,https://www.newpowertx.com/enrollment?promocode=PTC1,,(888) 853-5747,False,True,English,1.0
828,20866,TEXAS-NEW MEXICO POWER COMPANY,New Power Texas,Power of Credit 24 ,0.18,0.077,0.121,"You deserve the best - and that means taking all the credit! When you hit 1000 kWh in your billing cycle, we'll give you a bill credit of $95.",False,False,1.0,Fixed,15.0,24.0,20/month remaining ,https://www.newpowertx.com/,"You deserve the best - and that means taking all the credit! When you hit 1000 kWh in your billing cycle, we'll give you a bill credit of $95! ",https://www.newpowertx.com/docs/default-source/enrollment-files/tos.pdf,False,,https://newpowertx.com/EmailHTML/efl.aspx?RateID=668&BrandID=5&PromoCodeID=446,https://www.newpowertx.com/enrollment?promocode=PTC1,,(888) 853-5747,False,True,English,1.0
478,20859,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,New Power Texas,Power of Credit 36 ,0.165,0.064,0.109,"You deserve the best - and that means taking all the credit! When you hit 1000 kWh in your billing cycle, we'll give you a bill credit of $95.",False,False,1.0,Fixed,15.0,36.0,20/month remaining ,https://www.newpowertx.com/,"You deserve the best - and that means taking all the credit! When you hit 1000 kWh in your billing cycle, we'll give you a bill credit of $95.",https://www.newpowertx.com/docs/default-source/enrollment-files/tos.pdf,False,,https://newpowertx.com/EmailHTML/efl.aspx?RateID=671&BrandID=5&PromoCodeID=446,https://www.newpowertx.com/enrollment?promocode=PTC1,,(888) 853-5747,False,True,English,1.0
660,20861,ONCOR ELECTRIC DELIVERY COMPANY,New Power Texas,Power of Credit 24 ,0.155,0.057,0.10300000000000001,"You deserve the best - and that means taking all the credit! When you hit 1000 kWh in your billing cycle, we'll give you a bill credit of $95.",False,False,1.0,Fixed,15.0,24.0,20/month remaining ,https://www.newpowertx.com/,"You deserve the best - and that means taking all the credit! When you hit 1000 kWh in your billing cycle, we'll give you a bill credit of $95! ",https://www.newpowertx.com/docs/default-source/enrollment-files/tos.pdf,False,,https://newpowertx.com/EmailHTML/efl.aspx?RateID=667&BrandID=5&PromoCodeID=446,https://www.newpowertx.com/enrollment?promocode=PTC1,,(888) 853-5747,False,True,English,1.0
114,20846,AEP TEXAS CENTRAL COMPANY,New Power Texas,Power of Credit 24 ,0.175,0.071,0.114,"You deserve the best - and that means taking all the credit! When you hit 1000 kWh in your billing cycle, we'll give you a bill credit of $95.",False,False,1.0,Fixed,15.0,24.0,20/month remaining ,https://www.newpowertx.com/,"You deserve the best - and that means taking all the credit! When you hit 1000 kWh in your billing cycle, we'll give you a bill credit of $95.",https://www.newpowertx.com/docs/default-source/enrollment-files/tos.pdf,False,,https://newpowertx.com/EmailHTML/efl.aspx?RateID=664&BrandID=5&PromoCodeID=446,https://www.newpowertx.com/enrollment?promocode=PTC1,,(888) 853-5747,False,True,English,1.0
116,20848,AEP TEXAS CENTRAL COMPANY,New Power Texas,Power of Credit 12 ,0.17600000000000002,0.07200000000000001,0.115,"You deserve the best - and that means taking all the credit! When you hit 1000 kWh in your billing cycle, we'll give you a bill credit of $95.",False,False,1.0,Fixed,15.0,12.0,20/month remaining ,https://www.newpowertx.com/,"You deserve the best - and that means taking all the credit! When you hit 1000 kWh in your billing cycle, we'll give you a bill credit of $95.",https://www.newpowertx.com/docs/default-source/enrollment-files/tos.pdf,False,,https://newpowertx.com/EmailHTML/efl.aspx?RateID=659&BrandID=5&PromoCodeID=446,https://www.newpowertx.com/enrollment?promocode=PTC1,,(888) 853-5747,False,True,English,1.0
341,4152,AEP TEXAS NORTH COMPANY,SOUTHWEST POWER & LIGHT,Spirit of Texas Fixed Rate AutoPay E-Plan,0.13699999999999998,0.106,0.10099999999999999,"$9.95 for usage less than 1,000 kWh",False,False,1.0,Fixed,16.0,36.0,175.00,http://www.southwestpl.com/,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRWTUF36&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRWTUF36&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,False,True,English,4.0
365,1883,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Renewable Healthy Heart of Texas Month to Month AutoPay E-Plan,0.138,0.11199999999999999,0.11,"$9.95 for usage less than 1,000 kWh",False,False,0.0,Variable,100.0,1.0,0.00,http://www.southwestpl.com/,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCNPPROMOGREEN&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCNPPROMOGREEN&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,True,True,English,4.0
366,1986,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Spirit of Texas Fixed Rate AutoPay E-Plan,0.13,0.10400000000000001,0.102,"$9.95 for usage less than 1,000 kWh",False,False,1.0,Fixed,16.0,24.0,175.00,http://www.southwestpl.com/,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCNPF24&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCNPF24&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,False,True,English,4.0
350,1879,AEP TEXAS NORTH COMPANY,SOUTHWEST POWER & LIGHT,Renewable Healthy Heart of Texas Month to Month AutoPay E-Plan,0.156,0.125,0.12,"$9.95 for usage less than 1,000 kWh",False,False,0.0,Variable,100.0,1.0,0.00,http://www.southwestpl.com/,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRWTUPROMOGREEN&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRWTUPROMOGREEN&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,True,True,English,4.0
352,1820,AEP TEXAS NORTH COMPANY,SOUTHWEST POWER & LIGHT,Texas Independence Month to Month AutoPay E-Plan,0.149,0.11800000000000001,0.113,"$9.95 for usage less than 1,000 kWh",False,False,0.0,Variable,16.0,1.0,0.00,http://www.southwestpl.com/,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRWTUPROMO&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRWTUPROMO&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,True,True,English,4.0
592,2859,ONCOR ELECTRIC DELIVERY COMPANY,SOUTHWEST POWER & LIGHT,Plant-A-Tree Month to Month AutoPay E-Plan,0.13,0.106,0.105,"$9.95 for usage less than 1,000 kWh",False,False,0.0,Variable,16.0,1.0,0.00,http://www.southwestpl.com/Sitepage.aspx?cd=SP108," Every kilowatt hour you use goes toward planting a tree through the Arbor Day Foundation.  Improves our forest, rivers and wildlife while meeting your energy needs.  Sign-up today and protect Texas tomorrow!  Go to www.SouthwestPowerandLight.com.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRTXUPROMOTREE&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRTXUPROMOTREE&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,True,True,English,4.0
5,1821,AEP TEXAS CENTRAL COMPANY,SOUTHWEST POWER & LIGHT,Texas Independence Month to Month AutoPay E-Plan,0.139,0.11,0.106,"$9.95 for usage less than 1,000 kWh",False,False,0.0,Variable,16.0,1.0,0.00,http://www.southwestpl.com/,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCPLPROMO&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCPLPROMO&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,True,True,English,4.0
